title,abstract,keywords,date,creators,url
PERBANDINGAN HASIL PERANGKINGAN SISWA CALON PERSERTA OLIMPIADE SAINS SMA NEGERI 1 MADANG SUKU I MENGGUNAKAN SIMPLE ADDITIVE WEIGHTING DAN WEIGHTED PRODUCT,"The National Science Olympiad is a competition in the field of science for students at the elementary, junior high, and high school levels in Indonesia. Decision Support System is a computer-based information system that consists of a collection of processing procedures oriented to the use of models to produce various answers to help make decisions. This study uses the Simple Additive Weighting method and the Weighted Product method using real data that has been determined from the school. The results of testing student scores and ranking with the results of the system produce an accuracy value of 80% for Simple Additive Weighting and 83.3% for Weighted Product. Suggestion, use other methods so that you can find out whether these other methods can be used for the selection of science olympiad participants and whether they are more effective than the Simple Additive Weighting and Weighted Product methods.","Sistem Pendukung Keputusan, Simple Additive Weighting, Weighted Product, Olimpiade, Seleksi",2022-06-06,"['SYTAR, M. HAFIZH', 'Yunita, Yunita']",http://repository.unsri.ac.id/74429/
SISTEM PAKAR DIAGNOSA KERUSAKAN PADA RAMBUT DAN PENANGGULANGANNYA DENGAN METODE CERTAINTY FACTOR,"Damage to the hair will greatly affect a person's confidence. In this case, the expert system plays a role in helping to diagnose hair damage and the system directly provides solutions to its users. The method used in this expert system is the certainty factor method. The system provides results in the form of the probability of the disease experienced, the percentage of confidence, as well as treatment solutions based on the facts and the confidence value given by the user in answering questions during the consultation session when using this system. The implementation of this system is used to evaluate the knowledge acquisition process in building a knowledge base. The types of hair damage used in this system are 7 types of hair damage and 17 disease symptom data. The test data used were 50 test data using the blackbox method. The results of these tests are 94% which is included in the good category.
Keywords: Certainty Factor. Expert System, Certainty Factor, Hair Damage",METODE CERTAINTY FACTOR,2022-07-28,"['TARIGAN S, YESARELA GIENTRA TEOFANY BR', 'Yusliani, Novi', 'Oktadini, Nabila Rizky']",http://repository.unsri.ac.id/82457/
PEMILIHAN PRODUK SKINCARE BERDASARKAN PERMASALAHAN KULIT MENGGUNAKAN METODE FORWARD CHAINING DAN PROMETHEE,"Everyone's skin problems are different, including acne, breakouts, blackheads, dull, dry skin, also fine lines and wrinkles. Skin problems can be overcome by choosing suitable skincare products, especially facial serum products, but because there are so many facial serums on the market, it is difficult for buyers to choose the right product. This study aims to build software that is able to provide recommendations for facial serum skincare by applying the Forward Chaining and Promethee methods which will assist in the selection and ranking of facial serum skincare with the weight of each criterion and produce output in the form of ranking facial serum skincare products. Forward Chaining as a search method by creating rules to get skincare that matches the user's facial skin problems and Promethee to rank the results of the skincare products that has been obtained. From the results of testing on 90 test data by validating the results of the system and the beauty advisor, the accuracy obtained is 86.67%.","Artificial Intelligence, Decision Support System",2022-11-18,"['TRIANI, EKA', 'Yunita, Yunita', 'Kurniati, Rizki']",http://repository.unsri.ac.id/82833/
IDENTIFIKASI TIPE MODALITAS BELAJAR SISWA PADA MATA PELAJARAN FISIKA DENGAN SISTEM PAKAR MENGGUNAKAN METODE TEOREMA BAYES,"Learning modality is a person's way of absorbing and processing information effectively and efficiently. This study aims to determine the results of the identification types of student learning modalities in physics subjects with an expert system using the Bayes theorem method, and the accuracy of the Bayes theorem method in identifying types of student learning modalities in physics subjects. This study uses the Bayes theorem method because it can produce a parameter estimate by combining information from the sample and other information that has been previously available to determine the results of the learning modality. This study uses 21 characteristics of learning modalities, 3 types of learning modalities, and 30 test cases obtained from an expert physics teacher at SMA Sumsel Jaya Palembang. Based on the tests that have been carried out, the results show that the system has an accuracy of 90% in identifying types of student learning modalities in physics subjects. It can be concluded that the Bayes theorem method can be used to identify types of student learning modalities in physics subjects.","Sistem Pakar, Modalitas Belajar, Pelajaran Fisika, Teorema Bayes",2022-10-21,"['UKKASYAH, MUHAMMAD', 'Yunita, Yunita', 'Miraswan, Kanda Januar']",http://repository.unsri.ac.id/82443/
KLASIFIKASI KOMENTAR PERUNDUNGAN PADA INSTAGRAM MENGGUNAKAN METODE NAÏVE BAYES CLASSIFIER,"Instagram is a social media that can be reached by various groups and is very popular. But in reality Instagram is abused by some users, for example bullying. Bullies do not realize that the comments they make are acts of bullying. Therefore, the classification of comments on Instagram using the Naïve Bayes Classifier method needs to be done to make it easier for users to find out whether the comments are classified as abusive or not. If these comments fall into the category of bullying, then they can be followed up with the authorities. The results of the tests that have been carried out show that the Naïve Bayes Classifier method in classifying bullying comments on Instagram has a fairly good performance. The test results on the system built repeat that the Naïve Bayes Classifier method provides an accuracy value of 85%, Precision of 89%, recall of 79% and f-measure of 84%.

Keywords : Naïve Bayes Classifier, Classification, Comments, Bullying, Instagram","Naïve Bayes Classifier, Klasifikasi, Komentar, Perundungan, Instagram",2022-07-27,"['VERA, VETI', 'Yusliani, Novi', 'Miraswan, Kandar Januar']",http://repository.unsri.ac.id/88912/
PENERAPAN SUPPORT VECTOR MACHINE PADA METODE COLLABORATIVE FILTERING UNTUK REKOMENDASI ANIME,"The increasing number of anime productions with various genres makes it difficult for users to find anime to watch. According to the problems, a recommendation system is needed to provide anime according to the genre preferred by users. The challenges are in the form of data with large dimensions and uneven distribution generating low accuracy and the system running slowly. In order to solve the problem, this research combines collaborative filtering and support vector machines (SVM). The SVM method is used to classify user “likes” and “dislikes”, then the data labeled “dislike” will be deleted to ease the work of the system. Experiment on MyAnimelist data shows higher recommendation results. The test results for the SVM model obtained an accuracy of 93.29%, a precision of 94.07%, and a recall of 98.98%. The test results of the recommendation system by applying the SVM method provide an accuracy rate of 70.25%, a precision of 86.65%, and a recall of 67.32%.","Machine Learning, Sistem Rekomendasi, Anime, Support Vector Machine, Collaborative Filtering",2022-12-26,"['WAHYUNINGTYAS, RINI', 'Samsuryadi, Samsuryadi', 'Rachmatullah, Muhammad Naufal']",http://repository.unsri.ac.id/87098/
SISTEM PENDUKUNG KEPUTUSAN REKOMENDASI PEMILIHAN RUMAH MENGGUNAKAN METODE ELIMINATION AND CHOICE TRANSLATION REALITY (ELECTRE),"Along with population growth, the need for housing also continues to increase. In order to be able to help the problems faced by prospective home buyers, a decision support system software was developed that provides home recommendation results. The method used in the development of a decision support system is the Elimination and Choice Translation Reality (ELECTRE) method. The ELECTRE method is a method of determining the ranking order through pairwise comparisons between alternatives and the appropriate criteria. The advantage of the ELECTRE method is that this method makes it easier for decision makers to make decisions from uncertainty in a case that has many alternatives. The system was built using data sourced from the Indonesian property search site (www.rumah123.com) as many as 87 housing data located in East Jakarta. By using the ELECTRE method, it is possible to eliminate each candidate from the existing alternative house choices using the concordance and discordance matrices so as to produce an aggregation matrix of the best home choice options","Sistem Pendukung Keputusan (SPK), Elimination and Choice Translation Reality (ELECTRE)",2022-02-08,"['WARDANA, ADIFTA WISNU', 'Yunita, Yunita', 'Rodiah, Desty']",http://repository.unsri.ac.id/64720/
PENGENALAN EMOSI BERDASARKAN SUARA MENGGUNAKAN METODE SUPPORT VECTOR MACHINE (SVM),"Speaking is not only used to convey information but can also show a person's emotional state. Emotion recognition aims to help the machine to recognize emotions based on speech patterns issued by a person. Some of the problems found are how to find effective voice features and build a good model for emotion recognition. This study aims to identify seven types of emotions, namely anger, disgust, fear, happy, surprise, sad, and neutral by using the Support Vector Machine (SVM) classification method and Mel-Frequency Cepstral Coefficient (MFCC) feature extraction. The SVM method was chosen because this method is often used in classification cases and gives good performance results. In its implementation, voice data is subjected to a feature extraction process using the MFCC method and followed by a classification process using SVM. The test cases in this study are divided into three scenarios, namely the first scenario (70% training data and 30% test data), the second scenario (50% training data and 50% test data) and the third scenario is divided based on speaker's age, the aged 64 as training, and aged 26 as testing. Each Scenario was tested using several SVM kernels including linear, polynomial, and Radial Basis Function (RBF). Based on the test results in scenario one, the linear kernel gets an accuracy of 97.02% while in scenario two, the linear kernel gets an accuracy of 96.64%. But testing in the third scenario, the linear kernel gets an accuracy of 40.0%. This is because the features distribution in the data shows a different pattern from what happened in the first and second scenarios which are shown in the analysis by using Principal Component Analysis (PCA).","Support Vector Machine (SVM), Mel-Frequency Cepstral Coefficient (MFCC), Pengenalan emosi berdasarkan suara",2022-11-18,"['WARMAN, IKHSAN', 'Fachrurrozi, Muhammad', 'Rachmatullah, Muhammad Naufal']",http://repository.unsri.ac.id/88094/
SISTEM PAKAR DIAGNOSA KULIT WAJAH UNTUK MENENTUKAN RANGKAIAN SKINCARE MENGGUNAKAN METODE CERTAINTY FACTOR (CF),"Skin health is very important for humans, it is also becomes everyone's desire to have clean and healthy skin. But there are still many people who are wrong in doing treatment that suitsthe skin type of theirface. The purpose of this study 
is to help nurses when there are no expert doctors or experts in carrying out initial actions against patients. The system that will be built can help solve the 
problem of diagnosing skin types in the form of an expert system using the certainty factor method. The certainty factor (CF) method is a method that defines the size of the certainty of a fact or rule,to describe the level of expert 
confidence in the problem at hand. The resultof the study is a system that can help determine the type of facial skin in patients with 87% accuracy.","Certainty Factor, Kulit Wajah, Sistem Pakar",2022-07-28,"['WICAKSONO, ABDUL AZIZ', 'Yusliani, Novi', 'Kurniati, Rizki']",http://repository.unsri.ac.id/79844/
PENGAMANAN SQLITE DATABASE MENGGUNAKAN ALGORITMA KRIPTOGRAFI AES DAN RSA BERBASIS ANDROID,"SQLite database is a lightweight relational database and requires little memory to use, but SQLite database does not have built-in security such as authentication or cryptographic systems. Therefore, this study uses a hybrid cryptosystem with a combination of AES and RSA cryptographic algorithms to secure data stored in the SQLite database. The AES cryptographic algorithm as a symmetric algorithm plays a role in the plaintext encryption and decryption process and the RSA cryptographic algorithm as an asymmetric algorithm plays a role in the process of securing the secret key of the AES algorithm. Based on the results of the study using the number of bits for the RSA algorithm key generation of 2048 bits with an average processing time of 3563 ms, it was found that the combination of the AES and RSA algorithms can increase the security of SQLite databases with an avalanche effect of 50-60%. From the comparative measurement of processing time on SQLite database insert queries, it is found that there is an increase in processing time of 50% when inserting data using a hybrid cryptosystem combination of AES and RSA algorithms.","SQLite database, kriptografi, hybrid cryptosystem, AES, RSA",2022-05-13,"['WIJAYA, CINDY', 'Farissi, Al', 'Marieska, Mastura Diana']",http://repository.unsri.ac.id/70645/
SISTEM REKOMENDASI JURNAL REFERENSI UNTUK MAHASISWA TINGKAT AKHIR MENGGUNAKAN METODE CONTENT-BASED FILTERING,"The development of science and the variety of methods in the family of science have led to an increase in the number and variety of journals that exist today. This problem makes it difficult to find journals that match their preferences, especially for final year students who need journals as their reference to help their research. To overcome this problem, a recommendation system is needed to make it easier for students to find journals that suit their preferences. This study applies a content-based filtering method to compare the features or content of the item that will be used as a benchmark to provide recommendations with other items. This study uses keywords as a feature that will be used to recommend an item to users. This study uses precision and recall values to measure the performance of the system. Based on the tests that have been carried out on 50 respondents, the precision value is 0.26 and the recall value is 0.75.","Content-Based Filtering, Cosine Similarity, Jurnal Penelitian, Mahasiswa, Sistem Rekomendasi",2022-07-07,"['YANUARTA, PRATAMA', 'Rini, Dian Palupi', 'Arsalan, Osvari']",http://repository.unsri.ac.id/74890/
PERBANDINGAN METODE RANDOM FOREST DENGAN METODE K-NEAREST NEIGHBOR UNTUK KLASIFIKASI PENYAKIT DIABETES MELITUS,"Diabetes Mellitus is a disorder of the insulin system caused by excessive levels of glucose in the blood. Symptoms of diabetes mellitus so far have only been diagnosed by the general public based on known physical characteristics without being supported by facts and other medical considerations. The Basic Health Research (Riskesdas) shows a significant increase in the prevalence of diabetes, from 6.9% in 2013 to 8.5% in 2018. This study uses the Random Forest method and the K-Nearest Neighbor method where a comparison is made. to see which method is most appropriate in classifying Diabetes Mellitus. Both of these methods have the advantage that they can be used for large amounts of data. Determination of optimal parameter values is very important to support good accuracy results in both methods. Based on the results of the research, the Random Forest method produces an average accuracy of 80.91% accompanied by the average precision, recall, and f-measure values, respectively, which are 84.536%, 78.782%, and 81.422% with the best level of accuracy reaching 82.47%. While the K-Nearest Neighbor method produces an average accuracy of 74.062%, accompanied by the average value of precision, recall, and f-measure, respectively, which is 72.83%, 81.72%, and 76.992% with the best level of accuracy reaching 76.62%. This proves that the Random Forest method is the most suitable in classifying diabetes mellitus compared to the K-Nearest Neighbor method.","Diabetes Melitus, Klasifikasi, Random Forest, K-Nearest   Neighbor",2022-07-06,"['YOLANDA, ANISA RIZKI', 'Abdiansah, Abdiansah', 'Kurniati, Rizki']",http://repository.unsri.ac.id/75168/
ANALISIS PENGELOMPOKAN DATA PERILAKU CYCLIC VOLTAMMETRY PADA SUPERKAPASITOR BERBASIS GRAPHENE OKSIDA MENGGUNAKAN ALGORITMA K-MEANS,"The need for renewable energy is a pressure to develop further developments in overcoming the problem of depleting fossil fuel energy. There are an pressure to do some research on renewable energy or energy storage technologies. This research proposes a computational approach with unsupervised learning method in investigating cyclic voltammetry behavior using K-Means Clustering algorithm. This study applies the elbow method, silhouette coefficient, and Davies Bouldin Index in determining the optimal number of clusters in the data. As a result, the silhouette coefficient shows a better performance than the elbow method in determining the optimal cluster in the data and the application of the optimal cluster on the data is able to show the visualization of cyclic voltammetry behavior through descriptive analysis.","Machine Learning, Unsupervised Learning, Clustering, K-Means, Elbow Method, Silhouette Coefficient, Davies-Bouldin Index, Data Mining, Superkapasitor, Cyclic Voltammetry",2022-08-05,"['YURDIANSYAH, MELKY', 'Jauhari, Jaidan', 'Supardi, Julian']",http://repository.unsri.ac.id/78350/
PENGENALAN EKSPRESI MULTI WAJAH SECARA REAL TIME MENGGUNAKAN METODE PENERAPAN MULTICLASS SVM,"Everyone's face shape is different. It is this difference that creates an identity for every human being. The face is a 2-dimensional object that is described using a collection of various lights, poses, and facial expressions that have been identified from 2-dimensional facial images. There is a great need for every intelligent machine that can identify faces, starting with security systems that deal with crime and related offenses and other automated tools, especially crime, personal security and privacy concerns. Detection of facial expressions in real time, carried out using a webcam camera using the Support Vector Machines (SVM) method and is already available on open-cv using extracts from facial expression images. Expressions that are intensified in this study are sad, happy, afraid, angry, and neutral. The survey has found that the average accuracy is 70.47%, the precision accuracy value has an average of 70.86%, and the average recall value is 69.57%","Pengenalan Ekspresi Wajah, Real Time, Webcamera, Support Vector Machines",2022-07-25,"['ZAHIR, ALI', 'Fachrurrozi, Muhammad', 'Rachmatullah, M Naufal']",http://repository.unsri.ac.id/79946/
SISTEM REKOMENDASI DAYA TARIK WISATA DI PROVINSI SUMATERA BARAT MENGGUNAKAN METODE COLLABORATIVE FILTERING,"Tourist attraction is the main factor for the tourist visiting a tourist destination. One of the problems that is frequently encountered is to determine the next tourist attraction to be visited. A solution for this problem is to apply a recommendation system that could give recommendations of tourist attractions for users. A recommendation system is a software that provides suggestions or input to users. One of the methods that can be applied in the recommendation system of tourist attraction is Collaborative Filtering method that gives a recommendation of an item to a user based on an item that another user ever liked where those two users had liked the same item before. Testing was done for 97 of tourist attractions of 420 users. The result of testing data using the MAE method got a value as 1.64 of 420 users. From the MAE value, it can be concluded that there is still weakness in the application of Collaborative Filtering method for the recommendation system of tourist attraction in the province of West Sumatera.","Sistem Rekomendasi, Collaborative Filtering, Daya Tarik Wisata",2022-07-29,"['ZAHRA, FAIRUZ AZ', 'Yusliani, Novi', 'Miraswan, Kanda Januar']",http://repository.unsri.ac.id/78289/
SISTEM PENDUKUNG KEPUTUSAN PEMILIHAN KETUA UMUM DAN PENGURUS INTI DENGAN MENGGUNAKAN METODE AHP DAN TOPSIS (STUDI KASUS PADA KESATUAN AKSI MAHASISWA MUSLIM INDONESIA DAERAH PALEMBANG),"The election of the chairman and core management is a routine activity carried out when a management the ogranization has expired in office. However, in some cases in determining the new management of an organization, it does not really set a mature calculation, even though the administrators in an organization have a very important role in the course of an organization. In serious cases an organization can become a vacuum because the election administrators do not have the responsibility and understanding to lead. So in the selection of new administrators, it will be more effective if a decision support system is created. In making this decision support system, the method used is a combination of AHP and TOPSIS methods that can solve multi-criteria decision making problems. The combination of AHP and TOPSIS methods was chosen because the AHP method has the advantage of being based on a paired comparison matrix and performing consistency analysis. Meanwhile, the TOPSIS method can overcome practical decision making because the concept is simple and straightforward, compensatoryly efficient, and able to measure the relative performance of the specified decision alternatives. In the test, the percentage value of the suitability of the ranking results was quite high with an average of 82.6398% of the 5 data tested. The first data had a test accuracy rate of 64.2857%, the second by 100% of the third test by 100% of the fourth test of 73.9130043% and the fifth test by 75%.","AHP, TOPSIS, Decision Support System, chairman election, election of chief executives, KAMMI",2022-12-29,"['ZULKARDIANSYAH, HARIS', 'Yunita, Yunita', 'Rachmatullah, Muhammad Naufal']",http://repository.unsri.ac.id/125358/
PERBANDINGAN PERFORMA METODE KNN DAN LMKNN TERHADAP KLASIFIKASI IRIS DENGAN VARIASI JUMLAH ATRIBUT DATA,"The KNN (K-Nearest Neighbor) method is a classification technique that relies on concepts between data to predict new data classes. KNN has a variation of the method namely, LMKNN (Local Mean Based K-Nearest Neighbor) by using the average of several classes for more accurate predictions. To identify iris flowers based on their characteristics, namely, the length and width of the petals and the length and width of the crown, an accurate method is needed. Therefore, this study aims to evaluate and analyze the two methods in classifying iris flowers. Testing iris data with 3 attributes and iris2d data with 2 attributes, which both amount to 150 data with 3 classes. Tested using cross validation with 10 fold and confusion matrix to determine the performance value. In this study KNN produces the highest accuracy value of 97%, while the LMKNN algorithm gets the highest accuracy of 96%. The use of different data variations and nearest neighbor values did not significantly affect the performance of the two methods. Found data that has 3 attributes, getting the highest accuracy of 97%. Then the highest result of the nearest neighbor is k = 5 in the KNN method on Iris data, getting 95% accuracy, 98% precision, 97% Recall, 97% F1 Score.","K-Nearest Neighbor, Local Mean Based K-Nearest Neighbor, data mining, klasifikasi data, data iris",2023-08-01,"['ABDILLAH, MUHAMMAD DZAKY', 'Utami, Alvi Syahrini', 'Saputra, Danny Matthew']",http://repository.unsri.ac.id/127427/
"KLASIFIKASI ANOMALI PROSES LANDING PESAWAT
TERBANG PADA BANDARA SULTAN SYARIF KASIM II
MENGGUNAKAN METODE KNN","Air transportation still has the possibility of having an accident. According to Boeing, fatal accidents on flights occur mostly in the final approach phase, which is 28%, and the landing phase, which is 26%. In Indonesia, Sultan Syarif Kasim II Airport is in 6th place out of the 10 most dangerous airports, according to research written by Sandhyvavitri in 2014. According to the NTSC, from 2010 to 2016, 67% of aircraft accidents were caused by humans. Because of this, an analysis and modeling of ADS-B data classification were carried out to determine which aircraft violated the touchdown rules at Sultan Syarif Kasim II airport using the K-Nearest Neighbor (KNN) method. KNN is a machine learning method that classifies data based on the dominant class of the nearest neighbor. In this research, KNN is tested by utilizing a confusion matrix that produces accuracy, precision, recall, and f1-score values. The results of KNN testing using a ratio of 70% training data and 30% testing data from k = 2 to 11 values show that the k = 5 configuration has the best performance with an average evaluation metric value for each test of 99%. Keywords: K-nearest neighbor, machine learning, ADS-B, flight, landing, Sultan Syarif Kasim II.","K-Nearest Neighbour, Machine Learning, ADS-B, Penerbangan, Landing, Sultan Syarif Kasim II.",2023-06-13,"['ADITYA, ADITYA', 'Passarella, Rossi', 'Arsalan, Osvari']",http://repository.unsri.ac.id/122319/
PREDIKSI JUMLAH WISATAWAN MANCANEGARA DI INDONESIA MENGGUNAKAN METODE FUZZY TIME SERIES RUEY CHYN TSAUR,"Tourism is an attractive sector for foreign tourists to visit or vacation in a country. A high number of foreign tourist visits indicates that the country has a strong attraction in terms of tourism, but the number of foreign tourist visits each period fluctuates. Predictions of the number of foreign tourists are very important to be used as information in making decisions and planning appropriate activities. Fuzzy Time Series (FTS) Ruey Chyn Tsaur is a method used to predict the number of foreign tourist visits because it has the advantage of fuzzy logic with mathematical techniques so that the prediction results are accurate. MAPE on FTS is used to measure the performance of the method as the level of accuracy of the predictions made. The historical data test used 175 data from January 2008 to July 2022 with parameter values D1 and D2. From the results of the analysis carried out with 50 input experiments on the parameters, the best accuracy results were obtained with D1=4215 and D2=214, with a MAPE (Mean Absolute Percentage Error) result of 6.65%.","Foreign Tourists, Fuzzy Time Series Ruey Chyn Tsaur, MAPE",2023-03-24,"['ADITYA, ZANANDA', 'Utami, Alvi Syahrini', 'Miraswan, Kanda Januar']",http://repository.unsri.ac.id/92872/
KLASTERISASI DATA TAKE-OFF PENERBANGAN DI BANDAR UDARA SULTAN HASANUDDIN MENGGUNAKAN ALGORITMA K-MEANS,"Sultan Hasanuddin Airport has an accident virginity rate with a total movement of 212,656 and a deviation value (the result of calculating the deviation between expected occurrence and recorded occurrence) of 3,540. This is due to many factors, such as natural factors, human errors, etc. Then it is necessary to classify flight data in the take-off phase in order to visualize the pattern of data spread based on the characteristics formed. The cluster method used in this research is K-Means which is an algorithm in the method of clusterization in data mining. K-Means group data into a cluster that has the same characteristics and the other characteristics are grouped into different clusters. Based on the results obtained from the research carried out using the K-Means cluster method, the results were given two classes of flight patterns, namely normal and abnormal. This is demonstrated by calculating the nearest distance by determining the centroid value randomly using the euclidean distance formula. The results of the analysis of the data provided a conclusive insight that C2 is a class with normal flight data, flights in the C2 class have ground speed sufficient to carry out flight and the distance of the aircraft from the end of the runway is still numerous and C1 is an abnormal class that flies at speeds faster than the minimum ground speed and flies in the half-to-end runway.","ADS-B, Analisis, Data, Flight, K-Means",2023-06-14,"['AFRIANSYAH, INDRA GIFARI', 'Passarella, Rossi', 'Kurniati, Rizki']",http://repository.unsri.ac.id/116934/
ANALISIS SENTIMEN KOMENTAR INSTAGRAM MENGGUNAKAN LONG SHORT-TERM MEMORY (LSTM) DAN WORD2VEC,"Social media is a means for people to express their opinions on various topics that occur in the world. One of the most widely used social media is Instagram. Opinions in the form of comments on Instagram are generally written using abbreviated and non-standard language. In analyzing these comments, a method is needed to sort the comments to make it easier to determine the sentiment of the comments. Long Short-Term Memory (LSTM) along with Word Embedding Word2Vec is one of the deep learning methods that are widely used in sentiment analysis research. The result of this research is a model that produces 91% accuracy, 92.70% precision, 89% recall, 90.81% f-measure. Based on the test results, the LSTM method along with Word2Vec can be used to perform sentiment analysis of Instagram comments.","Analisis Sentimen, Long Short-Term Memory, Word2Vec, Deep Learning",2023-07-28,"['AHMAD, SANDY ARIB', 'Abdiansah, Abdiansah', 'Yusliani, Novi']",http://repository.unsri.ac.id/127138/
SISTEM PAKAR DIAGNOSA KERUSAKAN MOBIL LAND CRUISER BJ40 MENGGUNAKAN METODE FORWARD CHAINING DAN DEMPSTER-SHAFER,"The Land Cruiser BJ40 is known to experience various issues such as electrical problems, ignition system issues, worn-out suspension components, and a lack of maintenance. Furthermore, there is a shortage of skilled experts or mechanics who can repair these issues due to the limited availability of information and expertise. Therefore, a system is needed to assist users in diagnosing temporary issues in the Land Cruiser BJ40. This system utilizes the forward chaining method to search for a set of facts related to a specific symptom determined by the user as the input to the system. Additionally, it employs the Dempster-Shafer method to determine the confidence level based on the calculation of belief values using the density values of symptom weights specified by the user. The dataset used consists of 41 instances of vehicle issues and 64 instances of symptoms. Based on testing with 100 test instances, the system achieved a reasonably high accuracy of 96%.","Dempster Shafer, Forward Chaining, Land Cruiser BJ40, Sistem Pakar",2023-07-17,"['AKBAR, M. FAIQ', 'Utami, Alvi Syahrini', 'Kurniati, Rizki']",http://repository.unsri.ac.id/126946/
OPTIMASI FIS TSUKAMOTO DALAM MEMPREDIKSI CURAH HUJAN DI KABUPATEN BANYUASIN MENGGUNAKAN ALGORITMA GENETIKA,"Indonesia, as a tropical climate country with high rainfall, heavily relies on accurate rainfall predictions for various critical purposes, including water resource management and extreme weather impact mitigation. One commonly used method is the Tsukamoto Fuzzy Inference System (FIS). However, implementing the Tsukamoto FIS often leads to high error rates. This is attributed to the difficulty in determining the boundaries of fuzzy variable membership functions. To address this issue, this research proposes an innovative approach by optimizing the boundaries of fuzzy membership functions using Genetic Algorithms (GA). The study resulted in a 49.02% reduction in the error rate, decreasing from 76.82% to 27.8%. This method significantly enhances rainfall prediction accuracy and contributes to the advancement of more sophisticated prediction methods. The optimization method proposed in this study also holds potential for application across various atmospheric science contexts.","Error Rate, Fuzzy Inference System (FIS) Tsukamoto, Fuzzy Membership Optimization, Genetic Algorithms, Rainfall Prediction, Algoritma Genetika, Optimasi Fungsi Keanggotaan Fuzzy, Prediksi Curah Hujan, Tingkat Error",2023-12-29,"['AKBAR, MUHAMMAD RAFI', 'Miraswan, Kanda Januar', 'Rodiah, Desty']",http://repository.unsri.ac.id/137165/
WORD SENSE DISAMBIGUATION (WSD) PADA KALIMAT BAHASA INDONESIA MENGGUNAKAN ALGORITMA SIMPLIFIED LESK,"The Indonesian language is known to have several words that are commonly recognized for their ambiguous nature, meaning they possess more than one meaning. Word Sense Disambiguation (WSD), a branch of Natural Language Processing (NLP), deals with the challenge of resolving this ambiguity and identifying the precise meaning of a word based on its context. Among the algorithms used for WSD, the Simplified Lesk algorithm stands out as particularly popular. To assess its effectiveness, tests were conducted using the Kamus Besar Bahasa Indonesia (KBBI) as a reference for word definitions, and a dataset of 300 Indonesian sentences containing ambiguous words and their respective meanings as determined by human perception. The research reveals that the configuration of the preprocessing phase plays a crucial role in accurately identifying the intended meaning. After evaluation, the overall accuracy achieved was 58% for the dataset, incorporating preprocessing techniques such as stemming and stopword removal. Keywords: Ambiguous, Word sense disambiguation (WSD), Simplified Lesk","Ambiguous, Word Sense Disambiguation, Simplified Lesk",2023-07-31,"['AKHNI, NURUL', 'Abdiansah, Abdiansah', 'Saputra, Danny Matthew']",http://repository.unsri.ac.id/125708/
SISTEM PAKAR PENYAKIT LAMBUNG (DIGESTIVE) MENGGUNAKAN METODE CASE BASED REASONING,"Stomach disease is a disease that can not be underestimated because the stomach is one of the vital organs where it can cause other diseases to occur and can lead to death if not treated immediately. The availability of medical services are decreasing in remote areas, this makes it difficult for people to find an expert to diagnose certain diseases especially stomach disease. There is a higher chance on medical treatment to be late performed and can even be fatal for the patient. So it is necessary to create a system that has the ability to be able to diagnose symptoms of stomach disease which commonly called an Expert System. One of the methods that can be used to develop an expert system is CBR (Case Based Reasoning). In research related to the CBR algorithm, the K-Nearest Neighbor was chosen by its flexibility to be implemented to CBR method and its effectiveness for dealing with large amount of data. There are a total of 50 data used, 19 symptoms and 5 kind of disease to be diagnosed which are dysentery, gastroenteritis, gastritis, gastroesophageal reflux, and typhoid fever. Based on the symptoms experienced, the accuracy of the test results using this method is 84%.","Case Based Reasoning (CBR), K-Nearest Neighbor dan Penyakit Lambung",2023-01-04,"['ALFARID, MUHAMMAD SULTAN', 'Utami, Alvi Syahrini', 'Rodiah, Desty']",http://repository.unsri.ac.id/127182/
PREDIKSI TREND PERUBAHAN HARGA PADA SAHAM-SAHAM SYARIAH BURSA EFEK INDONESIA MENGGUNAKAN METODE SUPPORT VECTOR MACHINE,"Stocks have high risks. Due to the high risks of stocks, investors can perform technical analysis before making decisions in buying and selling stocks. Technical analysis is done by using technical indicators, such as Moving Average Convergence Divergence (MACD), Exponential Moving Average (EMA), and Relative Strength Index (RSI). Machine learning methods can be used to perform technical analysis automatically, one of which is the Support Vector Machine (SVM) method. Company stocks data that were listed in the Jakarta Islamic Index (JII) for the period December 2022 to May 2023 were collected in advance. The range of data used is from January 2, 2020 to December 30, 2022. Then, the stock data will be transformed with pre-processing, and then a feature selection process using the Principal Component Analysis (PCA) method will be applied to reduce the dimension of the stock data. The data will be separated into training data and test data. After that, the training process will be performed with SVM and followed with the evaluation process to find the best model from the study. The results from this study indicate that SVM can be used to predict the price change trends in Islamic stocks, with the best performance achieved is accuracy of 93.19%, recall of 98.82%, precision of 90.32%, and f1-score of 94.38%.","Prediksi Trend, Saham Syariah, Principal Component Analysis, Support Vector Machine",2023-07-26,"['ALKAUTSAR, MUHAMMAD ZUFAR', 'Primartha, Rifkie']",http://repository.unsri.ac.id/126485/
